DATE,5yr_Maturity,5yr_Maturity Mon_Chg,5yr_Maturity Per_Mon_Chg,5yr_Maturity Yr_Chg,5yr_Maturity Per_Yr_Chg,10yr_Maturity,10yr_Maturity Mon_Chg,10yr_Maturity Per_Mon_Chg,10yr_Maturity Yr_Chg,10yr_Maturity Per_Yr_Chg,30yr_Maturity,30yr_Maturity Mon_Chg,30yr_Maturity Per_Mon_Chg,30yr_Maturity Yr_Chg,30yr_Maturity Per_Yr_Chg
2013-11-01,1.37,0.0,0.0,0.7000000000000001,104.47761194029852,2.75,0.1800000000000001,7.003891050583665,1.13,69.75308641975307,3.8,0.1199999999999996,3.2608695652173822,1.0,35.714285714285715
2013-12-01,1.58,0.2099999999999999,15.328467153284668,0.8800000000000001,125.71428571428574,3.04,0.29,10.545454545454549,1.26,70.78651685393258,3.89,0.0900000000000003,2.368421052631587,1.0100000000000002,35.06944444444445
2014-01-01,1.65,0.0699999999999998,4.430379746835433,0.8399999999999999,103.70370370370368,2.67,-0.3700000000000001,-12.17105263157895,0.6499999999999999,32.17821782178218,3.77,-0.1200000000000001,-3.0848329048843217,0.69,22.4025974025974
2014-02-01,1.52,-0.1299999999999999,-7.878787878787873,0.67,78.82352941176471,2.66,-0.0099999999999997,-0.3745318352059845,0.7700000000000002,40.74074074074076,3.66,-0.1099999999999998,-2.917771883289121,0.4900000000000002,15.457413249211363
2014-03-01,1.64,0.1199999999999998,7.894736842105256,0.82,100.0,2.73,0.0699999999999998,2.631578947368415,0.8599999999999999,45.98930481283421,3.62,-0.04,-1.0928961748633887,0.4599999999999999,14.556962025316452
2014-04-01,1.7,0.06,3.658536585365857,0.99,139.43661971830988,2.67,-0.06,-2.1978021978022,0.97,57.05882352941176,3.52,-0.1,-2.7624309392265216,0.5899999999999999,20.13651877133105
2014-05-01,1.59,-0.1099999999999998,-6.47058823529411,0.7500000000000001,89.2857142857143,2.48,-0.1899999999999999,-7.116104868913856,0.3199999999999998,14.814814814814806,3.39,-0.1299999999999999,-3.693181818181815,0.2800000000000002,9.003215434083609
2014-06-01,1.68,0.0899999999999998,5.660377358490557,0.48,40.0,2.53,0.0499999999999998,2.0161290322580574,0.0099999999999997,0.3968253968253883,3.42,0.0299999999999998,0.8849557522123837,0.02,0.5882352941176475
2014-07-01,1.7,0.02,1.1904761904761916,0.3,21.428571428571438,2.58,0.0500000000000002,1.976284584980248,-0.02,-0.7692307692307698,3.33,-0.0899999999999998,-2.631578947368417,-0.2799999999999998,-7.756232686980605
2014-08-01,1.63,-0.07,-4.117647058823533,0.1099999999999998,7.236842105263149,2.35,-0.2299999999999999,-8.914728682170542,-0.4299999999999997,-15.467625899280565,3.2,-0.1299999999999999,-3.9039039039039007,-0.5599999999999996,-14.893617021276588
2014-09-01,1.77,0.1400000000000001,8.588957055214733,0.1699999999999999,10.624999999999996,2.52,0.1699999999999999,7.234042553191486,-0.1200000000000001,-4.545454545454549,3.26,0.0599999999999996,1.874999999999988,-0.5300000000000002,-13.98416886543536
2014-10-01,1.55,-0.2199999999999999,-12.429378531073445,0.1799999999999999,13.138686131386857,2.35,-0.1699999999999999,-6.746031746031743,-0.2199999999999997,-8.560311284046684,3.04,-0.2199999999999997,-6.748466257668705,-0.6400000000000001,-17.39130434782609
2014-11-01,1.62,0.07,4.5161290322580685,0.25,18.248175182481752,2.18,-0.1699999999999999,-7.234042553191486,-0.5699999999999998,-20.727272727272723,3.04,0.0,0.0,-0.7599999999999998,-20.0
2014-12-01,1.64,0.0199999999999997,1.2345679012345552,0.0599999999999998,3.797468354430369,2.17,-0.0100000000000002,-0.4587155963302857,-0.8700000000000001,-28.618421052631582,2.83,-0.2099999999999999,-6.907894736842104,-1.06,-27.24935732647815
2015-01-01,1.37,-0.2699999999999998,-16.463414634146332,-0.2799999999999998,-16.969696969696958,1.68,-0.49,-22.58064516129032,-0.99,-37.07865168539326,2.46,-0.3700000000000001,-13.07420494699647,-1.31,-34.748010610079575
