observation_date,CSUSHPISA,Change from Last Month,Percent Change from Last Month,Change From Year Ago,Percent Change From Year Ago
2017-02-01,187.348,0.4970000000000141,0.2659873375042221,9.672000000000024,5.44361647042933
2017-03-01,188.107,0.7589999999999861,0.405128424109137,9.887,5.5476377510941495
2017-04-01,188.9,0.7930000000000064,0.4215685753321281,10.057999999999993,5.62395857796266
2017-05-01,189.789,0.8889999999999816,0.4706193753308531,10.288999999999987,5.73203342618383
2017-06-01,190.61,0.8210000000000264,0.4325856609181914,10.487000000000023,5.8221326537976905
2017-07-01,191.494,0.8839999999999861,0.4637741986254583,10.639999999999986,5.88319860218739
2017-08-01,192.688,1.1939999999999884,0.6235182303361925,10.831999999999994,5.956361076896
2017-09-01,193.766,1.078000000000003,0.5594536245121663,10.929999999999978,5.97803496029227
2017-10-01,194.79,1.024000000000001,0.5284724874332963,11.019000000000004,5.99604943108543
2017-11-01,195.907,1.1170000000000186,0.57343806150214,11.13500000000002,6.02634598315763
2017-12-01,197.097,1.1899999999999975,0.6074310769906116,11.370000000000005,6.12188857839732
2018-01-01,198.265,1.167999999999978,0.5926016124040334,11.413999999999987,6.10861060417123
2018-02-01,199.206,0.9410000000000024,0.474617305121934,11.857999999999976,6.32939769840082
2018-03-01,200.155,0.9490000000000124,0.4763912733552264,12.048000000000002,6.404865316016941
2018-04-01,201.007,0.8520000000000039,0.4256701056681091,12.107,6.40921122286924
2018-05-01,201.781,0.7740000000000009,0.3850612167735456,11.99200000000002,6.318595914410221
2018-06-01,202.468,0.6869999999999834,0.3404681312908467,11.857999999999976,6.22107969151669
2018-07-01,203.001,0.5330000000000155,0.2632514767765846,11.507000000000003,6.00906555818981
2018-08-01,203.727,0.7259999999999991,0.3576337062378998,11.039000000000016,5.7289504276343095
2018-09-01,204.334,0.6069999999999993,0.2979477437943912,10.568000000000012,5.45400121796394
2018-10-01,205.03,0.695999999999998,0.3406187908032916,10.240000000000007,5.25694337491658
2018-11-01,205.534,0.5039999999999907,0.2458176852167929,9.62699999999998,4.91406636822573
2018-12-01,205.953,0.4190000000000111,0.2038592155069288,8.855999999999995,4.49321907487176
2019-01-01,206.367,0.4139999999999872,0.2010167368282993,8.102000000000004,4.086449953345269
2019-02-01,206.763,0.396000000000015,0.1918911453866243,7.557000000000016,3.79356043492666
2019-03-01,207.404,0.6409999999999911,0.3100167824997659,7.248999999999995,3.62169318777946
2019-04-01,208.134,0.7299999999999898,0.3519700680796849,7.126999999999981,3.54564766401169
2019-05-01,208.772,0.6380000000000052,0.3065332910528819,6.9909999999999854,3.4646473156540902
2019-06-01,209.115,0.3430000000000177,0.1642940624221724,6.64700000000002,3.28298792895668
