DATE,CPIAUCSL_NBD20000101,Monthly Change,Percent Monthly Change,Yearly Change,Percent Yearly Change
2018-11-01,149.33373,-0.045479999999997744,-0.00030446003831455357,3.215599999999995,2.200685157960887
2018-12-01,149.1394,-0.19433000000000789,-0.0013013135076717624,2.809809999999999,1.9201926281622186
2019-01-01,149.10868,-0.0307200000000023,-0.00020598178616785571,2.1972800000000063,1.495649758970377
2019-02-01,149.42056,0.31188000000000216,0.002091628736838138,2.1671599999999955,1.4717215358015472
2019-03-01,150.11636,0.6957999999999913,0.0046566550145441254,2.7347899999999754,1.8555847925897213
2019-04-01,150.81276,0.6964000000000112,0.004639067986993631,2.983460000000008,2.0181790754606888
2019-05-01,150.83934,0.026579999999995607,0.0001762450339082423,2.70820999999998,1.828251765850959
2019-06-01,150.87005,0.030709999999999127,0.000203594102175196,2.522739999999999,1.7005633604006698
2019-07-01,151.16657,0.2965200000000152,0.0019654000247233644,2.7052600000000098,1.8221986590311035
2019-08-01,151.28057,0.11400000000000432,0.0007541349916188766,2.5889000000000237,1.7411197278233703
2019-09-01,151.5251,0.24452999999999747,0.0016164005727899984,2.5688100000000134,1.7245394605357136
2019-10-01,152.03012,0.5050200000000018,0.0033329131609218655,2.6509100000000103,1.7746177664214517
2019-11-01,152.38571,0.3555899999999781,0.002338944414435627,3.051979999999986,2.043731178481905
2019-12-01,152.51211,0.12640000000001805,0.000829474102263382,3.372710000000012,2.261448014408005
2020-01-01,152.79799,0.2858799999999917,0.0018744740991386958,3.689310000000006,2.4742422775119506
2020-02-01,152.87891,0.08091999999999189,0.0005295881182729687,3.458349999999996,2.314507454663532
2020-03-01,152.38571,-0.49320000000000164,-0.0032260826558745195,2.269350000000003,1.5117273027403562
2020-04-01,151.32428,-1.0614300000000014,-0.0069654169016241845,0.5115199999999902,0.33917554456266846
2020-05-01,151.17661,-0.14766999999997665,-0.0009758513306653544,0.33727000000001794,0.2235955155995896
2020-06-01,151.9681,0.7914899999999818,0.005235532136882695,1.0980500000000006,0.7278117823915354
2020-07-01,152.74897,0.7808700000000215,0.005138381015489577,1.582400000000007,1.0467922901207634
2020-08-01,153.2847,0.5357299999999725,0.0035072576921466145,2.004129999999975,1.3247768698914706
2020-09-01,153.66155,0.3768500000000188,0.0024584971624696974,2.1364499999999964,1.4099644217360663
2020-10-01,153.84643,0.1848799999999926,0.0012031637062101261,1.8163099999999872,1.1947040494344061
2020-11-01,154.12109,0.27466000000001145,0.0017852867954102768,1.7353800000000206,1.1388075692924362
2020-12-01,154.49498,0.37388999999998873,0.002425949621820016,1.9828699999999913,1.3001393790958575
